,added_at,album_name,track_number,artists,name,popularity,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,playlist_name
41,2021-03-13T15:01:00Z,Ainda,1,"[['MC Cabelinho', '1WQBwwssN6r8DSjUlkyUGW'], ['Dj Juninho da Espanha', '7v3YsPZy6l4QPJQ8RqnfZ4'], ['Portugal', '18r4iN6xnGmdJ5VPTEqOBB'], ['BK', '1YOVBTvznjiDvtAj4ExHeo']]",Reflexo,53,6TjdoPPor1t4gajeMNQMBE,0.929,0.738,7,-1.37,0,0.104,0.552,0.0,0.12,0.734,105.022,audio_features,6TjdoPPor1t4gajeMNQMBE,spotify:track:6TjdoPPor1t4gajeMNQMBE,https://api.spotify.com/v1/tracks/6TjdoPPor1t4gajeMNQMBE,https://api.spotify.com/v1/audio-analysis/6TjdoPPor1t4gajeMNQMBE,221653,4,RAPública
42,2021-03-13T15:01:00Z,Cigana,1,"[['Malibu', '0PMk31f9Log4ixwUUY40p6'], ['Delacruz', '1MzXJ8AaHdidMAnjgcahS4'], ['Clau', '13A9x5VINTOaVnYxK4rbNQ'], ['Luccas Carlos', '5WFFFHVqeVk5tLuYh2KjQy'], ['Keviin', '3IMEatbnQs6Sumu77hmtOr']]",Cigana,67,2GBwxkBpmhs9UoDxsBeP4a,0.676,0.538,11,-7.089,0,0.0462,0.374,0.0,0.111,0.549,145.959,audio_features,2GBwxkBpmhs9UoDxsBeP4a,spotify:track:2GBwxkBpmhs9UoDxsBeP4a,https://api.spotify.com/v1/tracks/2GBwxkBpmhs9UoDxsBeP4a,https://api.spotify.com/v1/audio-analysis/2GBwxkBpmhs9UoDxsBeP4a,265753,4,RAPública
43,2021-03-13T15:01:00Z,Marginais Acústico #1,1,"[['Pk', '5xYkM2vMrE23taj6tl7qkm'], ['Orochi', '3rfM2cGqF6DB0kUyytMkXx'], ['Felp 22', '56IPf5d631ccKOTmo8RFHK'], ['IGOR', '4zCVTLvRnKYmkVyCxfV2ny'], ['Marginal Supply', '1xezfhrRJTpRtYZPplWHcJ']]",Marginais Acústico #1,57,4atuUpMdGfq9JeRI6OQxM7,0.705,0.604,4,-8.979,0,0.231,0.568,0.0,0.0971,0.691,89.016,audio_features,4atuUpMdGfq9JeRI6OQxM7,spotify:track:4atuUpMdGfq9JeRI6OQxM7,https://api.spotify.com/v1/tracks/4atuUpMdGfq9JeRI6OQxM7,https://api.spotify.com/v1/audio-analysis/4atuUpMdGfq9JeRI6OQxM7,226731,4,RAPública
44,2021-03-13T15:01:00Z,Só Uma Noite,1,"[['Fabio Brazza', '0Ludmn78UAusTsNCXgICrN'], ['Péricles', '6gEzJZrbm0F4ihvE9iXR9z']]",Só Uma Noite,54,6UzHlvFqdBWe8DWJfSqgXf,0.795,0.599,9,-7.001,0,0.255,0.265,0.0,0.0914,0.618,83.489,audio_features,6UzHlvFqdBWe8DWJfSqgXf,spotify:track:6UzHlvFqdBWe8DWJfSqgXf,https://api.spotify.com/v1/tracks/6UzHlvFqdBWe8DWJfSqgXf,https://api.spotify.com/v1/audio-analysis/6UzHlvFqdBWe8DWJfSqgXf,230158,4,RAPública
45,2021-03-13T15:01:00Z,Acabou (Papasessions #5) [feat. CALIFFA],1,"[['Pk', '5xYkM2vMrE23taj6tl7qkm'], ['L7NNON', '0JjPiLQNgAFaEkwoy56B1C'], ['Xamã', '5YwzDz4RJfTiMHS4tdR5Lf'], ['CALIFFA', '1PSbZri8ZpIcScw1WFMzjD']]",Acabou (Papasessions #5) [feat. CALIFFA],59,7hKXUAgfmgtPvA3ARl5jCw,0.663,0.422,7,-8.706,0,0.112,0.697,0.0,0.128,0.604,123.237,audio_features,7hKXUAgfmgtPvA3ARl5jCw,spotify:track:7hKXUAgfmgtPvA3ARl5jCw,https://api.spotify.com/v1/tracks/7hKXUAgfmgtPvA3ARl5jCw,https://api.spotify.com/v1/audio-analysis/7hKXUAgfmgtPvA3ARl5jCw,259260,4,RAPública
46,2021-03-13T15:01:00Z,The Cypher Deffect 2,1,"[['Costa Gold', '7q1aEytv83jXNECmyaMhgn'], ['Kant', '5RHWqLCNmcKFDME3G7sxiJ'], ['Spinardi', '5rohxv1cRfQwpG8W9uxSle'], ['Chayco', '0titiXdcUTRXpX2CFeShdk']]",The Cypher Deffect 2,60,6GYrNXsWoprEndJCoKLfAB,0.781,0.76,2,-4.786,1,0.384,0.084,0.0,0.0877,0.819,94.887,audio_features,6GYrNXsWoprEndJCoKLfAB,spotify:track:6GYrNXsWoprEndJCoKLfAB,https://api.spotify.com/v1/tracks/6GYrNXsWoprEndJCoKLfAB,https://api.spotify.com/v1/audio-analysis/6GYrNXsWoprEndJCoKLfAB,335907,4,RAPública
47,2021-03-13T15:01:00Z,Você Não Ama Ninguém 2,1,"[['Pineapple StormTv', '09U6hmCerKcIJrixubiBjm'], ['César Mc', '19JY4BpaJkAlSR4iDxB1MX'], ['Chris MC', '0obu7Om4zu9ahul5DI4JtY'], ['Luccas Carlos', '5WFFFHVqeVk5tLuYh2KjQy'], ['Xamã', '5YwzDz4RJfTiMHS4tdR5Lf']]",Você Não Ama Ninguém 2,60,1luax01sYxCLiM5uVk0oBj,0.655,0.769,0,-4.026,0,0.0708,0.276,0.0,0.126,0.363,135.992,audio_features,1luax01sYxCLiM5uVk0oBj,spotify:track:1luax01sYxCLiM5uVk0oBj,https://api.spotify.com/v1/tracks/1luax01sYxCLiM5uVk0oBj,https://api.spotify.com/v1/audio-analysis/1luax01sYxCLiM5uVk0oBj,300000,4,RAPública
48,2021-03-13T15:01:00Z,Não Me Sinto Mal Mais,1,"[['Sidoka', '7EyzyrMNgqiK8bMrbkOT9l']]",Não Me Sinto Mal Mais,67,563yuGweEqRVQtjfsDVRyK,0.814,0.665,9,-7.87,1,0.173,0.351,0.00172,0.108,0.326,126.027,audio_features,563yuGweEqRVQtjfsDVRyK,spotify:track:563yuGweEqRVQtjfsDVRyK,https://api.spotify.com/v1/tracks/563yuGweEqRVQtjfsDVRyK,https://api.spotify.com/v1/audio-analysis/563yuGweEqRVQtjfsDVRyK,265356,4,RAPública
49,2021-03-13T15:01:00Z,Kyoto,1,"[['Froid', '45Yz90pqjzEdJzpEQg1eII'], ['Alaska', '1D8yVlgOfpn6lW5UfwOMj7']]",Kyoto,59,32XOaqmQqFWggQzrwGSuRn,0.642,0.514,1,-8.357,0,0.27,0.626,0.0,0.129,0.675,170.975,audio_features,32XOaqmQqFWggQzrwGSuRn,spotify:track:32XOaqmQqFWggQzrwGSuRn,https://api.spotify.com/v1/tracks/32XOaqmQqFWggQzrwGSuRn,https://api.spotify.com/v1/audio-analysis/32XOaqmQqFWggQzrwGSuRn,186709,4,RAPública
50,2021-03-13T15:01:00Z,Mantém,1,"[['WIU', '3MrDVzg7ZXaYMyQmbDInr7'], ['Matuê', '5nP8x4uEFjAAmDzwOEc9b8']]",Mantém,65,17rF54WvGGqPVxDheq8PP8,0.754,0.765,10,-5.354,0,0.0777,0.38,0.0,0.113,0.53,129.983,audio_features,17rF54WvGGqPVxDheq8PP8,spotify:track:17rF54WvGGqPVxDheq8PP8,https://api.spotify.com/v1/tracks/17rF54WvGGqPVxDheq8PP8,https://api.spotify.com/v1/audio-analysis/17rF54WvGGqPVxDheq8PP8,195692,4,RAPública
51,2021-03-13T15:01:00Z,Mitsubishi,1,"[['Orochi', '3rfM2cGqF6DB0kUyytMkXx'], ['Kizzy', '2NMYOlZHIEsSq7pp5jBjic']]",Mitsubishi,63,3bcduSxypEUxlM5UawQ3kD,0.751,0.57,11,-7.017,0,0.209,0.126,0.0,0.101,0.705,110.021,audio_features,3bcduSxypEUxlM5UawQ3kD,spotify:track:3bcduSxypEUxlM5UawQ3kD,https://api.spotify.com/v1/tracks/3bcduSxypEUxlM5UawQ3kD,https://api.spotify.com/v1/audio-analysis/3bcduSxypEUxlM5UawQ3kD,182182,4,RAPública
52,2021-03-13T15:01:00Z,Jordan,1,"[['Kawe', '1TYJOhNSxMOODWiDVhuyZb'], ['JayA Luuck', '4oxFgud0qa3A1tE6JFpFVp']]",Jordan,65,61DpiQz5Jli2KNwJZn6s4r,0.749,0.631,2,-6.669,1,0.21,0.303,0.0,0.196,0.27,129.953,audio_features,61DpiQz5Jli2KNwJZn6s4r,spotify:track:61DpiQz5Jli2KNwJZn6s4r,https://api.spotify.com/v1/tracks/61DpiQz5Jli2KNwJZn6s4r,https://api.spotify.com/v1/audio-analysis/61DpiQz5Jli2KNwJZn6s4r,190154,4,RAPública
53,2021-03-13T15:01:00Z,Hip Hop Rare,1,"[['L7NNON', '0JjPiLQNgAFaEkwoy56B1C']]",Hip Hop Rare,54,1a2H78ZsONNYxfv9EuODnR,0.589,0.805,7,-5.795,1,0.341,0.242,0.0,0.113,0.767,141.814,audio_features,1a2H78ZsONNYxfv9EuODnR,spotify:track:1a2H78ZsONNYxfv9EuODnR,https://api.spotify.com/v1/tracks/1a2H78ZsONNYxfv9EuODnR,https://api.spotify.com/v1/audio-analysis/1a2H78ZsONNYxfv9EuODnR,123803,4,RAPública
54,2021-03-13T15:01:00Z,Sonho das Esquinas,1,"[['BK', '1YOVBTvznjiDvtAj4ExHeo'], ['Filipe Ret', '7gJN8W0589FisSYJS17K54'], ['Portugal No Beat', '71LRKKvAjoc6LyNmob269Q']]",Sonho das Esquinas,52,4GvOLMwaQBdFyK9UyJNJok,0.492,0.694,11,-8.2,1,0.533,0.12,0.0,0.29,0.446,150.258,audio_features,4GvOLMwaQBdFyK9UyJNJok,spotify:track:4GvOLMwaQBdFyK9UyJNJok,https://api.spotify.com/v1/tracks/4GvOLMwaQBdFyK9UyJNJok,https://api.spotify.com/v1/audio-analysis/4GvOLMwaQBdFyK9UyJNJok,287400,4,RAPública
